flight_id,year,month,day_of_week,airline,origin_airport,destination_airport,scheduled_departure_hour,flight_distance_km,aircraft_turnaround_delay_min,weather_condition,wind_speed_kmh,airport_congestion_index,arrival_delay_minutes,delay_risk_class
FL101501,2023,4,2,AA,DEN,ORD,19,896,2.7,Snow,19,80,36,Moderate_Risk
FL101502,2022,5,3,UA,ORD,SFO,16,1422,16.5,Rain,13,80,14,Low_Risk
FL101503,2022,7,6,B6,SFO,DFW,22,896,7.8,Clear,15,66,3,Low_Risk
FL101504,2023,9,6,WN,JFK,DEN,3,4321,1.1,Storm,59,86,72,High_Risk
FL101505,2023,4,6,WN,JFK,SFO,16,904,0.6,Clear,57,49,4,Low_Risk
FL101506,2023,2,5,B6,DEN,SFO,17,4179,15.6,Clear,58,20,1,Low_Risk
FL101507,2022,6,1,WN,ORD,JFK,1,2527,14.5,Rain,17,52,1,Low_Risk
FL101508,2023,9,4,UA,ORD,LAX,22,1747,36.4,Rain,51,51,25,Moderate_Risk
FL101509,2023,5,5,WN,JFK,ATL,15,1902,20.9,Clear,52,57,30,Moderate_Risk
FL101510,2022,12,7,DL,LAX,SEA,10,3487,0.1,Rain,52,98,37,Moderate_Risk
FL101511,2022,6,3,B6,DFW,SFO,22,3016,8.1,Rain,11,57,6,Low_Risk
FL101512,2023,8,7,AA,LAX,JFK,4,1731,1.3,Clear,14,86,32,Moderate_Risk
FL101513,2023,5,4,B6,ATL,DFW,23,3965,12.0,Clear,8,73,15,Low_Risk
FL101514,2022,4,7,AA,ATL,LAX,21,3881,10.7,Snow,19,77,50,High_Risk
FL101515,2022,10,5,UA,SFO,SEA,4,1434,4.5,Storm,59,34,52,High_Risk
FL101516,2023,11,3,DL,ORD,ORD,5,4045,11.4,Clear,56,75,43,Moderate_Risk
FL101517,2022,3,4,B6,ORD,ORD,14,482,0.6,Clear,5,71,43,Moderate_Risk
FL101518,2023,6,2,DL,ATL,LAX,13,2262,1.7,Clear,49,42,-1,Low_Risk
FL101519,2022,5,3,WN,SEA,ATL,2,2765,10.4,Clear,16,36,-2,Low_Risk
FL101520,2022,8,4,AA,DFW,JFK,1,1809,25.0,Snow,17,47,43,Moderate_Risk
FL101521,2022,10,3,WN,DFW,ORD,16,1605,1.3,Rain,53,68,7,Low_Risk
FL101522,2022,11,5,WN,JFK,SFO,20,2200,5.4,Rain,18,99,32,Moderate_Risk
FL101523,2022,11,7,B6,SFO,LAX,2,1680,17.3,Rain,35,31,-5,Low_Risk
FL101524,2023,1,7,DL,DFW,ORD,9,4338,7.9,Clear,11,33,1,Low_Risk
FL101525,2023,9,2,AA,DEN,ORD,9,3303,3.2,Clear,4,89,16,Moderate_Risk
FL101526,2023,8,4,DL,DFW,DEN,20,2583,28.6,Clear,34,29,21,Moderate_Risk
FL101527,2023,12,5,UA,SFO,JFK,11,490,6.6,Rain,37,65,2,Low_Risk
FL101528,2023,4,4,AA,LAX,SFO,8,4272,14.6,Storm,48,87,46,High_Risk
FL101529,2022,8,4,WN,LAX,ORD,23,4362,26.0,Clear,19,94,33,Moderate_Risk
FL101530,2023,12,7,B6,SEA,SEA,15,1805,29.9,Storm,24,66,76,High_Risk
FL101531,2022,7,4,UA,SEA,DFW,21,3127,32.8,Clear,34,83,41,Moderate_Risk
FL101532,2022,1,1,DL,SEA,SFO,6,3264,2.2,Storm,19,87,71,High_Risk
FL101533,2022,4,5,AA,LAX,DFW,23,4469,13.3,Rain,23,63,0,Low_Risk
FL101534,2023,5,3,UA,ATL,JFK,14,4176,7.2,Clear,56,37,-3,Low_Risk
FL101535,2023,3,7,AA,DEN,DFW,21,575,7.2,Storm,32,75,53,High_Risk
FL101536,2023,1,7,B6,JFK,SEA,20,1278,11.5,Clear,4,28,4,Low_Risk
FL101537,2023,3,3,AA,SFO,SEA,12,3813,0.3,Clear,22,27,0,Low_Risk
FL101538,2022,7,3,WN,SEA,SEA,12,1256,5.7,Rain,7,24,7,Low_Risk
FL101539,2022,2,7,DL,DFW,LAX,1,3833,3.4,Clear,5,43,-5,Low_Risk
FL101540,2023,10,7,B6,ORD,LAX,14,1862,1.4,Clear,34,64,2,Low_Risk
FL101541,2023,5,1,UA,DFW,LAX,17,817,11.4,Storm,18,40,32,Moderate_Risk
FL101542,2022,2,7,B6,LAX,JFK,12,629,9.2,Clear,35,65,-4,Low_Risk
FL101543,2023,6,4,UA,DFW,LAX,9,3579,5.9,Rain,11,96,44,Moderate_Risk
FL101544,2023,8,6,AA,ATL,DFW,16,3973,0.7,Rain,54,96,27,Moderate_Risk
FL101545,2022,6,4,DL,SFO,DFW,7,1011,12.1,Storm,3,62,52,High_Risk
FL101546,2022,2,3,UA,DEN,SEA,22,2730,26.7,Clear,47,24,1,Low_Risk
FL101547,2022,4,1,AA,ORD,JFK,17,1146,2.5,Clear,58,60,5,Low_Risk
FL101548,2023,10,2,DL,SEA,SFO,22,3431,4.2,Clear,58,60,2,Low_Risk
FL101549,2023,4,6,AA,DEN,SEA,20,1350,7.4,Clear,33,25,-5,Low_Risk
FL101550,2023,1,3,AA,JFK,JFK,22,1658,2.9,Storm,52,71,115,High_Risk
FL101551,2023,7,2,B6,LAX,SFO,11,3618,4.6,Clear,48,49,-1,Low_Risk
FL101552,2023,4,4,UA,DFW,SEA,10,1996,42.7,Clear,51,78,50,High_Risk
FL101553,2022,12,4,DL,SFO,ORD,16,4337,40.7,Storm,33,20,41,Moderate_Risk
FL101554,2022,10,1,WN,SFO,DFW,10,2383,35.4,Clear,32,42,5,Low_Risk
FL101555,2023,6,6,WN,DEN,SEA,0,4488,8.4,Rain,24,91,43,Moderate_Risk
FL101556,2022,2,2,B6,LAX,ORD,10,925,39.8,Rain,59,66,23,Moderate_Risk
FL101557,2023,12,5,AA,LAX,SEA,12,1007,4.2,Clear,45,45,1,Low_Risk
FL101558,2023,1,5,AA,DFW,ATL,14,4271,23.7,Clear,38,55,8,Low_Risk
FL101559,2023,10,7,B6,DFW,DFW,4,2322,4.4,Clear,35,82,15,Low_Risk
FL101560,2023,3,3,AA,SFO,DEN,18,2241,6.6,Clear,56,88,35,Moderate_Risk
FL101561,2023,4,7,UA,DFW,ATL,22,1662,4.9,Clear,40,90,26,Moderate_Risk
FL101562,2022,10,4,WN,ATL,LAX,0,843,10.9,Clear,2,72,13,Low_Risk
FL101563,2023,3,7,WN,JFK,SEA,15,1437,12.2,Clear,31,43,2,Low_Risk
FL101564,2023,8,6,WN,LAX,ORD,14,421,9.4,Rain,25,56,-3,Low_Risk
FL101565,2022,8,4,WN,JFK,JFK,6,1415,1.0,Snow,36,31,20,Moderate_Risk
FL101566,2022,8,1,B6,ATL,LAX,10,2801,16.6,Storm,25,26,65,High_Risk
FL101567,2022,1,7,WN,DFW,DFW,23,2270,26.6,Clear,52,79,47,High_Risk
FL101568,2022,10,5,WN,LAX,SEA,2,3981,10.3,Clear,14,49,6,Low_Risk
FL101569,2022,8,6,WN,SEA,LAX,13,3303,28.6,Rain,54,81,26,Moderate_Risk
FL101570,2023,5,6,UA,LAX,DEN,10,2017,9.2,Clear,48,61,-1,Low_Risk
FL101571,2022,12,1,B6,SEA,JFK,5,4430,2.2,Clear,24,36,3,Low_Risk
FL101572,2022,11,4,B6,SEA,ATL,2,2343,6.5,Clear,36,69,1,Low_Risk
FL101573,2022,9,4,UA,ATL,SFO,21,1823,3.0,Rain,52,33,4,Low_Risk
FL101574,2022,7,2,AA,DEN,DEN,6,1175,6.5,Rain,4,53,4,Low_Risk
FL101575,2023,7,2,DL,ATL,JFK,22,2293,11.2,Snow,55,49,46,High_Risk
FL101576,2023,9,7,WN,SFO,LAX,7,2176,28.0,Clear,31,24,8,Low_Risk
FL101577,2023,8,7,UA,ORD,ORD,11,730,3.6,Rain,12,76,20,Moderate_Risk
FL101578,2023,7,7,B6,LAX,DFW,11,4283,15.4,Rain,18,81,16,Moderate_Risk
FL101579,2023,7,6,UA,SEA,SFO,5,1858,8.2,Clear,12,70,6,Low_Risk
FL101580,2023,12,7,AA,JFK,SEA,8,977,2.0,Rain,6,31,9,Low_Risk
FL101581,2022,12,6,AA,SFO,DFW,3,1990,1.8,Storm,45,33,45,Moderate_Risk
FL101582,2023,4,6,AA,DEN,DEN,14,1054,2.0,Rain,32,31,3,Low_Risk
FL101583,2023,7,3,UA,SEA,LAX,5,323,3.4,Clear,12,86,36,Moderate_Risk
FL101584,2023,1,4,DL,DFW,LAX,14,3138,2.8,Clear,37,63,2,Low_Risk
FL101585,2022,7,1,UA,DFW,DFW,17,3006,5.0,Storm,4,40,51,High_Risk
FL101586,2022,2,4,WN,SEA,LAX,10,2964,27.6,Rain,21,88,39,Moderate_Risk
FL101587,2022,1,5,AA,DFW,ORD,10,1729,4.2,Rain,6,80,22,Moderate_Risk
FL101588,2023,1,4,DL,LAX,SEA,2,1991,0.2,Clear,8,40,0,Low_Risk
FL101589,2023,3,6,WN,JFK,DFW,3,3212,12.5,Clear,6,56,-2,Low_Risk
FL101590,2022,12,7,WN,ORD,DEN,22,2534,7.3,Clear,14,39,-2,Low_Risk
FL101591,2022,12,6,UA,SFO,DEN,19,1001,7.3,Clear,8,24,-4,Low_Risk
FL101592,2023,8,5,B6,SFO,SFO,2,1776,20.0,Clear,19,40,7,Low_Risk
FL101593,2023,1,7,WN,SEA,SEA,14,2626,35.7,Clear,10,36,12,Low_Risk
FL101594,2022,3,3,AA,LAX,ATL,3,4250,11.6,Rain,45,73,32,Moderate_Risk
FL101595,2023,4,2,WN,JFK,LAX,13,2673,30.8,Clear,25,21,20,Moderate_Risk
FL101596,2022,11,1,DL,SFO,LAX,9,2105,13.3,Rain,30,36,4,Low_Risk
FL101597,2022,6,2,UA,LAX,ORD,14,1339,3.7,Clear,25,84,39,Moderate_Risk
FL101598,2023,8,3,UA,SFO,ORD,19,2390,14.5,Rain,28,71,38,Moderate_Risk
FL101599,2023,10,3,UA,DEN,DEN,20,2287,8.3,Rain,49,79,17,Moderate_Risk
FL101600,2023,12,7,B6,ATL,DEN,14,3010,1.0,Clear,24,40,1,Low_Risk
FL101601,2023,7,6,DL,ATL,SFO,12,2321,11.2,Storm,36,79,85,High_Risk
FL101602,2023,5,1,B6,ATL,ATL,8,366,29.9,Rain,39,98,29,Moderate_Risk
FL101603,2022,11,4,B6,ORD,JFK,22,3426,5.4,Clear,55,91,35,Moderate_Risk
FL101604,2023,12,6,DL,DFW,ATL,20,835,9.6,Clear,45,82,29,Moderate_Risk
FL101605,2023,1,3,DL,DEN,LAX,4,2894,1.6,Storm,57,68,70,High_Risk
FL101606,2022,9,5,AA,ATL,ATL,3,2443,23.9,Clear,55,56,9,Low_Risk
FL101607,2023,8,5,DL,SFO,DFW,13,1397,11.9,Clear,38,28,9,Low_Risk
FL101608,2022,11,6,DL,SEA,DFW,22,1978,19.3,Clear,9,24,2,Low_Risk
FL101609,2023,8,2,WN,SFO,DFW,10,2112,2.5,Clear,1,44,-5,Low_Risk
FL101610,2023,3,2,AA,SFO,SFO,2,1670,0.6,Clear,21,25,7,Low_Risk
FL101611,2023,6,1,DL,SEA,LAX,16,1302,3.1,Clear,26,87,26,Moderate_Risk
FL101612,2022,9,6,UA,ATL,SFO,21,3366,18.5,Storm,0,76,94,High_Risk
FL101613,2022,5,4,DL,JFK,LAX,14,3055,4.8,Clear,22,23,8,Low_Risk
FL101614,2023,10,3,B6,ATL,ORD,22,2339,1.2,Clear,12,84,31,Moderate_Risk
FL101615,2023,3,3,WN,ORD,SFO,4,760,2.1,Storm,34,54,60,High_Risk
FL101616,2023,10,2,B6,SEA,DFW,19,2251,6.2,Clear,31,50,2,Low_Risk
FL101617,2023,3,6,DL,ORD,JFK,7,4054,1.9,Storm,45,78,81,High_Risk
FL101618,2022,9,1,DL,DFW,JFK,0,4276,12.1,Clear,13,38,5,Low_Risk
FL101619,2023,9,6,AA,DFW,DEN,5,1505,8.1,Clear,14,97,33,Moderate_Risk
FL101620,2022,1,7,B6,ATL,DEN,2,2389,2.6,Rain,4,58,-2,Low_Risk
FL101621,2022,10,7,WN,ATL,ATL,18,4279,20.3,Clear,11,85,20,Moderate_Risk
FL101622,2022,3,7,B6,LAX,DEN,8,322,18.4,Rain,29,26,9,Low_Risk
FL101623,2023,11,6,WN,LAX,LAX,23,1942,2.0,Storm,21,72,86,High_Risk
FL101624,2023,4,2,WN,DFW,ORD,10,1278,6.6,Clear,27,77,38,Moderate_Risk
FL101625,2022,6,2,UA,LAX,JFK,18,2235,2.0,Clear,42,92,35,Moderate_Risk
FL101626,2022,2,4,AA,DEN,SFO,1,1062,2.8,Rain,55,40,-1,Low_Risk
FL101627,2022,3,4,B6,DEN,JFK,2,4064,3.2,Rain,42,84,15,Low_Risk
FL101628,2023,5,3,AA,ORD,ATL,5,1880,4.2,Clear,21,30,7,Low_Risk
FL101629,2022,9,4,DL,JFK,SEA,19,4154,29.1,Clear,54,75,38,Moderate_Risk
FL101630,2022,11,4,WN,JFK,JFK,10,3597,3.9,Clear,52,82,22,Moderate_Risk
FL101631,2022,7,1,AA,SFO,SEA,12,4044,16.1,Clear,27,95,26,Moderate_Risk
FL101632,2023,12,5,WN,DFW,DFW,17,2971,2.9,Snow,7,97,76,High_Risk
FL101633,2022,5,7,AA,SEA,ORD,8,656,17.7,Clear,56,45,-3,Low_Risk
FL101634,2023,12,2,B6,ORD,LAX,3,4150,8.0,Clear,28,65,4,Low_Risk
FL101635,2022,3,7,B6,DFW,JFK,16,1392,0.9,Clear,35,87,33,Moderate_Risk
FL101636,2023,3,7,DL,SFO,LAX,6,2024,11.3,Clear,23,27,-1,Low_Risk
FL101637,2022,9,6,DL,DEN,DEN,4,1365,10.8,Clear,34,88,25,Moderate_Risk
FL101638,2023,8,1,WN,ORD,JFK,0,1329,34.0,Rain,47,62,11,Low_Risk
FL101639,2023,6,1,B6,DEN,JFK,19,3142,4.3,Clear,31,44,7,Low_Risk
FL101640,2023,10,4,B6,JFK,LAX,1,2625,3.3,Clear,26,70,1,Low_Risk
FL101641,2022,1,7,UA,DEN,ORD,7,1099,1.7,Clear,22,26,5,Low_Risk
FL101642,2023,4,7,AA,DFW,SEA,7,729,12.6,Storm,6,54,74,High_Risk
FL101643,2022,4,1,WN,ORD,ATL,1,3199,2.9,Rain,33,25,-1,Low_Risk
FL101644,2022,8,5,DL,ORD,ATL,1,2484,9.6,Clear,45,77,38,Moderate_Risk
FL101645,2023,6,4,WN,JFK,ORD,7,3290,0.3,Rain,47,42,6,Low_Risk
FL101646,2022,7,1,DL,SEA,SFO,21,3651,8.6,Rain,17,35,-3,Low_Risk
FL101647,2023,6,4,DL,DEN,JFK,9,953,4.0,Storm,29,93,53,High_Risk
FL101648,2022,1,4,WN,DFW,SEA,23,2611,2.3,Clear,5,26,-4,Low_Risk
FL101649,2023,3,1,DL,JFK,ATL,23,2594,11.5,Clear,32,86,36,Moderate_Risk
FL101650,2022,12,6,WN,ORD,SFO,7,4129,5.6,Rain,5,41,7,Low_Risk
FL101651,2023,3,5,AA,ORD,DEN,23,3486,24.3,Storm,37,61,63,High_Risk
FL101652,2023,5,4,UA,SEA,SEA,20,3516,2.2,Rain,46,87,32,Moderate_Risk
FL101653,2023,12,3,B6,LAX,SFO,4,968,27.3,Clear,5,65,3,Low_Risk
FL101654,2023,8,7,B6,ATL,ORD,11,1720,2.8,Rain,50,90,33,Moderate_Risk
FL101655,2023,6,4,AA,ORD,ATL,17,2511,3.3,Rain,52,36,-1,Low_Risk
FL101656,2023,11,5,B6,JFK,DFW,7,3363,20.4,Rain,57,46,22,Moderate_Risk
FL101657,2023,10,7,WN,DEN,ORD,23,3182,7.0,Clear,25,54,5,Low_Risk
FL101658,2023,8,5,AA,ATL,ORD,18,2913,14.8,Clear,42,21,-3,Low_Risk
FL101659,2022,12,1,WN,LAX,ORD,10,1891,23.3,Clear,44,66,30,Moderate_Risk
FL101660,2023,4,6,UA,JFK,ORD,3,703,4.8,Clear,40,63,1,Low_Risk
FL101661,2022,5,6,UA,JFK,SEA,12,2684,2.3,Clear,14,36,7,Low_Risk
FL101662,2022,1,2,AA,ATL,DFW,12,3720,22.1,Rain,20,98,55,High_Risk
FL101663,2022,1,2,DL,LAX,DFW,19,2566,3.8,Clear,56,80,22,Moderate_Risk
FL101664,2022,11,6,DL,DEN,DEN,23,1882,1.3,Clear,29,46,-5,Low_Risk
FL101665,2022,4,4,UA,SEA,ORD,4,3847,2.2,Rain,54,33,5,Low_Risk
FL101666,2023,3,7,AA,DFW,SFO,1,3965,4.1,Rain,58,54,-1,Low_Risk
FL101667,2022,9,3,UA,DEN,DEN,12,3201,2.2,Rain,18,89,38,Moderate_Risk
FL101668,2022,10,3,DL,DFW,ATL,16,4223,2.8,Rain,10,77,31,Moderate_Risk
FL101669,2022,3,5,DL,JFK,SEA,10,2998,27.8,Rain,8,25,8,Low_Risk
FL101670,2022,4,1,DL,ATL,JFK,3,819,25.4,Clear,15,37,16,Moderate_Risk
FL101671,2022,8,2,B6,SEA,DEN,22,538,15.9,Rain,51,57,9,Low_Risk
FL101672,2023,10,4,DL,LAX,LAX,7,2602,27.8,Clear,0,82,51,High_Risk
FL101673,2023,11,6,WN,ATL,LAX,23,1462,4.0,Clear,48,45,8,Low_Risk
FL101674,2023,7,3,WN,SFO,SEA,13,1576,3.2,Storm,49,33,61,High_Risk
FL101675,2023,11,1,B6,SFO,SFO,4,2652,19.3,Snow,6,36,63,High_Risk
FL101676,2022,6,5,UA,SFO,ORD,13,3827,20.7,Rain,15,98,56,High_Risk
FL101677,2023,5,7,UA,JFK,JFK,22,2562,1.2,Rain,54,49,7,Low_Risk
FL101678,2022,5,2,B6,DEN,LAX,7,2034,1.9,Clear,43,44,1,Low_Risk
FL101679,2023,4,1,B6,SFO,JFK,21,1235,14.9,Storm,39,23,45,Moderate_Risk
FL101680,2023,11,3,WN,SEA,ORD,11,4028,13.0,Storm,34,48,62,High_Risk
FL101681,2022,6,5,WN,SEA,SEA,15,1135,0.8,Rain,28,62,-2,Low_Risk
FL101682,2022,6,6,B6,JFK,DFW,13,3566,7.7,Clear,45,71,23,Moderate_Risk
FL101683,2023,4,2,UA,LAX,LAX,4,4123,6.8,Snow,35,24,34,Moderate_Risk
FL101684,2023,5,1,UA,SEA,SEA,13,2275,0.4,Clear,7,43,-2,Low_Risk
FL101685,2022,5,5,AA,LAX,SEA,0,3672,3.1,Clear,52,84,28,Moderate_Risk
FL101686,2023,4,1,UA,SEA,SFO,0,684,15.6,Clear,27,59,4,Low_Risk
FL101687,2023,1,6,UA,LAX,JFK,12,2279,3.9,Clear,54,55,8,Low_Risk
FL101688,2022,7,1,WN,DFW,ORD,12,4166,3.3,Clear,28,32,-1,Low_Risk
FL101689,2023,2,5,UA,DEN,ATL,4,1092,23.3,Clear,48,95,48,High_Risk
FL101690,2022,10,1,WN,JFK,DFW,12,3302,2.7,Rain,37,24,0,Low_Risk
FL101691,2023,1,1,WN,ORD,SFO,15,1098,4.8,Storm,25,25,33,Moderate_Risk
FL101692,2022,2,4,UA,DEN,ORD,2,3282,8.6,Clear,7,46,-5,Low_Risk
FL101693,2023,11,6,DL,JFK,SEA,3,2530,21.1,Clear,29,62,32,Moderate_Risk
FL101694,2022,4,4,B6,LAX,DFW,15,451,0.0,Clear,28,27,-5,Low_Risk
FL101695,2022,11,2,B6,DFW,SEA,18,2035,7.5,Rain,32,61,2,Low_Risk
FL101696,2022,10,1,AA,JFK,SFO,6,2970,0.6,Clear,8,21,1,Low_Risk
FL101697,2022,2,7,DL,SEA,DFW,3,1682,4.7,Clear,31,88,11,Low_Risk
FL101698,2022,11,6,WN,SFO,DFW,0,3357,2.7,Storm,47,49,51,High_Risk
FL101699,2023,5,1,AA,ORD,ORD,9,3659,5.8,Clear,18,52,-5,Low_Risk
FL101700,2022,4,3,WN,LAX,DEN,9,1006,3.2,Clear,8,34,6,Low_Risk
FL101701,2022,11,6,AA,SEA,JFK,10,2443,12.5,Storm,0,91,90,High_Risk
FL101702,2022,6,5,WN,DFW,SEA,15,1017,9.3,Rain,15,32,1,Low_Risk
FL101703,2023,8,3,DL,ATL,JFK,6,3731,5.0,Rain,55,91,24,Moderate_Risk
FL101704,2022,11,2,DL,LAX,SFO,14,2056,0.8,Rain,57,71,16,Moderate_Risk
FL101705,2022,4,1,WN,LAX,ATL,9,1370,11.1,Clear,29,58,1,Low_Risk
FL101706,2022,2,5,B6,ATL,DEN,21,4180,14.5,Clear,15,84,32,Moderate_Risk
FL101707,2023,4,7,UA,ORD,SEA,6,2992,16.6,Storm,57,29,44,Moderate_Risk
FL101708,2022,2,2,WN,LAX,JFK,4,1830,16.7,Rain,46,85,39,Moderate_Risk
FL101709,2023,5,4,UA,SFO,ORD,18,1225,1.3,Clear,36,32,8,Low_Risk
FL101710,2023,1,2,UA,JFK,DFW,3,2789,5.2,Clear,17,49,4,Low_Risk
FL101711,2022,6,5,AA,DFW,ATL,6,3210,20.7,Storm,54,46,75,High_Risk
FL101712,2023,9,5,AA,SEA,ORD,12,1129,3.5,Rain,43,30,6,Low_Risk
FL101713,2022,6,7,B6,SEA,JFK,17,1511,29.3,Snow,7,63,64,High_Risk
FL101714,2023,10,1,UA,LAX,JFK,12,3577,6.3,Clear,41,24,5,Low_Risk
FL101715,2022,12,4,AA,SEA,ATL,7,4040,33.0,Clear,41,64,18,Moderate_Risk
FL101716,2022,8,5,DL,SEA,SFO,22,3389,3.5,Clear,9,41,8,Low_Risk
FL101717,2022,7,7,WN,JFK,JFK,13,1736,1.9,Clear,17,70,5,Low_Risk
FL101718,2022,1,7,UA,DEN,SEA,22,3350,45.9,Clear,4,47,17,Moderate_Risk
FL101719,2022,5,1,AA,DEN,JFK,14,3307,10.7,Clear,56,48,2,Low_Risk
FL101720,2023,4,5,UA,ORD,ATL,22,3898,25.2,Rain,29,67,4,Low_Risk
FL101721,2023,11,7,DL,ORD,SFO,0,793,2.7,Rain,27,96,18,Moderate_Risk
FL101722,2023,2,1,UA,SEA,JFK,6,4142,8.9,Clear,55,35,0,Low_Risk
FL101723,2023,5,1,B6,LAX,ORD,1,2800,14.4,Rain,12,40,6,Low_Risk
FL101724,2023,9,7,AA,SEA,SFO,2,413,1.5,Rain,17,62,5,Low_Risk
FL101725,2023,7,2,UA,SEA,DEN,23,816,2.0,Rain,36,85,22,Moderate_Risk
FL101726,2023,11,6,UA,SFO,SEA,9,4478,4.6,Snow,47,81,59,High_Risk
FL101727,2023,5,7,DL,JFK,LAX,20,938,1.5,Rain,26,68,-3,Low_Risk
FL101728,2023,4,2,B6,SEA,DFW,22,4115,6.3,Rain,26,28,-3,Low_Risk
FL101729,2023,7,2,WN,DEN,DEN,3,533,10.9,Clear,28,45,8,Low_Risk
FL101730,2023,3,2,AA,ORD,ATL,14,1315,18.5,Clear,32,36,-1,Low_Risk
FL101731,2023,4,1,WN,JFK,JFK,3,1756,25.3,Rain,42,76,30,Moderate_Risk
FL101732,2022,8,2,B6,DFW,SFO,21,3481,3.4,Clear,18,20,-5,Low_Risk
FL101733,2023,12,5,WN,JFK,ATL,6,4047,0.5,Rain,30,77,44,Moderate_Risk
FL101734,2023,9,4,UA,ATL,DFW,18,1467,1.1,Clear,31,83,26,Moderate_Risk
FL101735,2022,8,1,WN,SFO,JFK,6,1029,16.7,Rain,46,40,8,Low_Risk
FL101736,2022,8,6,DL,JFK,SFO,21,3240,5.0,Storm,36,84,57,High_Risk
FL101737,2022,12,7,WN,DFW,DFW,8,3760,14.1,Clear,52,62,8,Low_Risk
FL101738,2023,6,2,UA,DFW,JFK,12,2185,4.1,Clear,58,51,3,Low_Risk
FL101739,2023,3,3,UA,DEN,ATL,2,1027,53.1,Storm,43,28,62,High_Risk
FL101740,2022,3,1,UA,SEA,DEN,16,3307,5.9,Storm,34,71,93,High_Risk
FL101741,2022,3,2,AA,SEA,JFK,17,4092,3.7,Clear,13,78,37,Moderate_Risk
FL101742,2023,12,4,UA,SEA,DFW,21,2732,1.2,Storm,12,61,68,High_Risk
FL101743,2022,8,3,DL,JFK,JFK,22,3075,0.2,Storm,46,72,65,High_Risk
FL101744,2022,10,3,DL,DEN,DEN,5,1096,16.1,Storm,3,69,50,High_Risk
FL101745,2022,3,2,UA,JFK,ATL,5,3729,5.4,Storm,10,39,54,High_Risk
FL101746,2023,6,6,UA,ORD,JFK,22,4055,32.8,Clear,6,41,14,Low_Risk
FL101747,2023,3,3,AA,DFW,DFW,11,1905,12.4,Clear,46,39,1,Low_Risk
FL101748,2022,12,3,AA,JFK,DEN,20,1129,6.2,Clear,23,88,31,Moderate_Risk
FL101749,2023,12,4,WN,DFW,ATL,14,2341,3.7,Rain,43,64,-2,Low_Risk
FL101750,2023,4,5,B6,DEN,DEN,19,3088,1.9,Clear,56,43,8,Low_Risk
FL101751,2022,4,6,UA,ORD,SFO,4,4219,4.6,Rain,23,89,20,Moderate_Risk
FL101752,2022,11,3,WN,SFO,SFO,14,1242,5.4,Rain,29,41,3,Low_Risk
FL101753,2023,10,1,UA,DEN,DEN,17,2681,24.6,Clear,18,50,21,Moderate_Risk
FL101754,2023,1,5,AA,LAX,JFK,0,4386,14.2,Clear,46,23,0,Low_Risk
FL101755,2022,9,5,B6,DFW,DFW,13,2354,3.0,Storm,28,66,73,High_Risk
FL101756,2022,9,2,AA,LAX,ATL,12,4331,4.0,Rain,22,51,2,Low_Risk
FL101757,2023,5,3,AA,SEA,ATL,17,4270,1.7,Clear,13,81,41,Moderate_Risk
FL101758,2022,5,2,UA,DFW,LAX,4,3749,12.4,Clear,12,65,2,Low_Risk
FL101759,2022,6,5,UA,JFK,DEN,17,2886,9.1,Clear,2,64,-2,Low_Risk
FL101760,2023,12,2,WN,JFK,SFO,16,4246,9.7,Storm,49,92,65,High_Risk
FL101761,2022,2,6,WN,DFW,SEA,0,4112,0.2,Clear,55,29,4,Low_Risk
FL101762,2023,2,6,UA,ATL,ORD,9,4207,11.2,Clear,24,43,-1,Low_Risk
FL101763,2022,11,2,UA,ORD,JFK,20,812,2.9,Clear,3,66,4,Low_Risk
FL101764,2022,9,5,AA,SEA,DFW,12,1050,23.5,Storm,30,20,69,High_Risk
FL101765,2022,1,4,AA,LAX,DFW,12,479,3.0,Clear,47,64,-3,Low_Risk
FL101766,2022,5,7,B6,LAX,JFK,8,1808,8.8,Clear,37,92,17,Moderate_Risk
FL101767,2023,3,6,DL,JFK,DFW,16,791,0.6,Rain,50,54,7,Low_Risk
FL101768,2022,9,2,AA,SEA,SEA,11,1244,16.9,Clear,39,41,-5,Low_Risk
FL101769,2023,11,7,UA,SEA,ORD,0,3662,13.1,Rain,12,47,9,Low_Risk
FL101770,2022,3,4,WN,ATL,LAX,5,3164,9.5,Clear,59,76,24,Moderate_Risk
FL101771,2022,2,6,DL,SEA,SFO,13,4224,5.8,Clear,20,61,-2,Low_Risk
FL101772,2022,1,2,WN,JFK,SFO,12,1891,2.7,Clear,35,91,22,Moderate_Risk
FL101773,2023,9,4,DL,JFK,LAX,1,3990,6.8,Storm,58,92,71,High_Risk
FL101774,2022,5,7,AA,JFK,ATL,5,1401,27.6,Storm,1,20,41,Moderate_Risk
FL101775,2022,10,5,UA,SFO,SEA,1,3919,16.0,Clear,58,86,34,Moderate_Risk
FL101776,2023,9,1,B6,SFO,JFK,22,1227,5.4,Clear,45,32,6,Low_Risk
FL101777,2022,10,1,WN,ORD,LAX,15,2978,21.7,Rain,58,89,43,Moderate_Risk
FL101778,2022,10,2,DL,ORD,DFW,21,2653,9.5,Storm,32,46,79,High_Risk
FL101779,2022,12,4,WN,ATL,ATL,3,1102,8.3,Clear,21,85,27,Moderate_Risk
FL101780,2022,7,3,UA,DFW,SEA,9,3080,0.3,Clear,13,37,5,Low_Risk
